############ tt-always ############
engine   snapshots/tt-always
depth    10 fixed, clock 3600000 ms (time is not a factor)
sampling every 5 plies, table NEVER cleared

  ply  depth       nodes    EBF     occ%    sec  position
  945     10     454,062   3.68   99.141   0.20  r1bqkb1r/pp1pnppp/4p3/8/3QP3/6P1/PPP2PBP
  950     10   1,462,455   4.14   99.169   0.63  r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/6P1/PPPQ
  955     10   1,323,783   4.09   99.218   0.53  r1bq1rk1/3p1ppp/p1n1p3/1pb5/4P3/P1N3P1/1
  960     10     833,327   3.91   99.244   0.38  3r1rk1/1b3ppp/pqn1p3/1pb5/4P3/P1N3P1/1PP
  965     10   1,376,516   4.11   99.303   0.54  3r1rk1/1b4pp/pq2p3/1pb2p2/1P1nP3/P1N3P1/
  970     10     729,869   3.86   99.331   0.31  3r1rk1/1b4pp/pq2pb2/1p6/1P1np3/P1N3P1/1B
  975     10     398,832   3.63   99.348   0.15  3R1rk1/6pp/pq2pb2/1p6/1P6/P1N2bP1/1BP2P1
  980     10     812,542   3.90   99.353   0.32  5k2/6pp/1q2pb2/pp6/1P6/P1N3P1/1BP2P1P/3R
  985     10     319,047   3.55   99.358   0.12  5k2/6pp/2q1pb2/1p6/1P6/2N1R1P1/1BP2P1P/6
  990     10     925,855   3.95   99.371   0.38  5k2/6pp/8/1p2p3/1Pqb4/2NR2P1/2P2P1P/B5K1
  995     10     172,243   3.34   99.377   0.06  4k3/6pp/8/1p1Np3/1q1b4/5RP1/2P2PKP/B7 b 
 1000     10     700,772   3.84   99.385   0.28  4k3/6pp/8/1p6/3p1N2/5RP1/2q2PKP/8 w - - 
 1005     10     104,073   3.17   99.392   0.04  8/3k3p/8/1p3N2/8/3p1RP1/2q2PKP/8 b - - 2
 1010     10     133,919   3.26   99.395   0.05  8/3k3p/8/8/1p2q3/5RP1/3p1PKP/3N4 w - - 0
 1015     10     940,077   3.96   99.406   0.36  8/3k3p/8/8/7P/1p2NRP1/3p1PK1/1q6 b - - 2
 1020     10     303,884   3.53   99.417   0.12  8/7p/8/2k5/1R5P/4N1P1/1p1p1PK1/1q6 w - -
 1025     10     733,268   3.86   99.430   0.29  3R4/7p/8/1k6/7P/4N1P1/1p1p1PK1/2q5 b - -
 1030     10     350,429   3.58   99.443   0.14  8/7p/k1q5/8/7P/4N1P1/1p1R1PK1/8 w - - 1 
 1035     10     466,130   3.69   99.453   0.15  8/7p/k7/8/7P/5PP1/5RK1/1qq2N2 b - - 3 52
 1040     10     487,927   3.71   99.465   0.18  8/7p/k7/7P/6P1/5P2/5RK1/2q1qN2 w - - 1 5
 1045     10     322,344   3.55   99.470   0.10  8/7p/8/1k5P/6P1/5PNK/R7/2q3q1 b - - 6 57
 1050     10     995,281   3.98   99.525   0.34  8/7p/8/1k5P/5qPK/5qN1/4R3/8 w - - 2 60
 1055     10          56   1.50   99.537   0.00  8/7p/8/7P/5qPK/1k3qN1/1R6/8 b - - 7 62
 1060     10     656,887   3.82   99.614   0.29  rnbqkb1r/pp3p1p/3p1np1/4p3/4P3/1NN5/PPP1
 1065     10   1,103,394   4.02   99.626   0.46  r1bqk2r/1p3pbp/2np1np1/p3p3/4P3/1NN5/PPP
 1070     10     860,612   3.92   99.633   0.35  r2q1rk1/1p3pbp/2npbnp1/p3p3/P3P3/1NN1B3/
 1075     10   1,171,728   4.04   99.644   0.53  2rq1rk1/1p3pb1/3pbnpp/p3p3/Pn2P3/1NN1B2P
 1080     10   4,080,047   4.58   99.664   1.79  2rq1rk1/1p3pb1/3pb1pp/pB2p3/Pn2Pn2/1NN1B
 1085     10   1,259,520   4.07   99.680   0.53  2r2rk1/1pq2pb1/3pb1pp/pB6/P3PQ2/1NN2P1P/
 1090     10   1,065,674   4.01   99.691   0.49  2r2rk1/1p3pb1/3p2pp/pBq5/P3PQ2/1bN2P1P/1
 1095     10     613,357   3.79   99.699   0.27  2r2rk1/1p3pb1/3p2pp/pB6/P2qP1P1/1bN2P1P/
 1100     10     456,509   3.68   99.702   0.19  2r2rk1/1p3p2/3p2pp/pB6/P2bP1P1/1bN2P1P/1
 1105     10     252,866   3.47   99.706   0.09  2r3k1/1p3p2/3p2pp/pBr5/P3P1P1/1bb2P1P/1P
 1110     10     259,674   3.48   99.709   0.10  2r2k2/1p3p2/3p2pp/p1r5/P1B1P1P1/5P1P/4R1
 1115     10      60,816   3.01   99.712   0.02  2r2k2/1p3p2/3p2pp/8/Pp2P1P1/5P1P/6K1/R7 
 1120     10     289,576   3.52   99.714   0.11  8/1p2kp2/3p2pp/8/Ppr1P1P1/5P1P/4K3/1R6 b
 1125     10     251,182   3.47   99.715   0.10  8/5p2/1p2k1pp/3p4/Ppr1P1P1/1R1K1P1P/8/8 
 1130     10     211,876   3.41   99.717   0.08  8/5p2/1p2k3/3p3p/Ppr1P2P/3K1P2/8/1R6 b -
 1135     10     164,337   3.32   99.719   0.07  8/5p2/1p6/3pk2p/Pp2P2P/5r2/3K4/6R1 w - -
 1140     10     216,582   3.42   99.722   0.09  8/5p2/1p1P4/6Rp/P2k3P/1p3r2/3K4/8 b - - 
 1145     10      47,873   2.94   99.723   0.02  8/5p2/1p1r4/7p/P6P/1pk5/8/2K3R1 w - - 0 
 1150     10     311,136   3.54   99.725   0.13  8/5p2/1p6/7p/Pk5P/1p6/3r4/2K3R1 b - - 5 
 1155     10     102,274   3.17   99.725   0.04  8/5p2/1p6/7p/P6P/kp6/7r/1KR5 w - - 10 55
 1160     10      62,349   3.02   99.726   0.03  8/5p2/1p6/7p/P7/kp6/7r/1K1R4 b - - 3 57
 1165     10      76,425   3.08   99.727   0.03  8/5p2/8/p7/7p/kp6/6r1/1K3R2 w - - 0 60
 1170     10     331,482   3.56   99.728   0.09  8/5p2/8/p7/8/kp6/6rp/K1R5 b - - 1 62
 1175     10   2,771,558   4.41   99.738   1.18  r1bqk2r/ppp2ppp/2np1n2/2b1p3/P1B1P3/2PP1
 1180     10     708,119   3.85   99.752   0.41  r1bq1rk1/1pp2ppp/1bnp1n2/p3p3/P1B1P3/2PP
 1185     10   1,992,176   4.27   99.761   0.87  r2q1rk1/bpp2ppp/2npbn2/p3p3/P1N1P3/1BPP1
 1190     10   1,812,544   4.23   99.773   0.83  1r1qr1k1/bpp2pp1/2npbn1p/p3p3/P3P3/1BPPN
 1195     10     353,399   3.59   99.783   0.15  1r1qr1k1/bppb1pp1/2np3p/p2Pp3/P5P1/1BPP1
 1200     10     977,773   3.97   99.790   0.40  1r1qr1k1/bppb1pp1/3p3p/p2Pp3/P2P1nP1/2P2
 1205     10     468,065   3.69   99.796   0.21  1r1qb1k1/bpp2pp1/3p3p/p2P4/P2P1pP1/2P2N1
 1210     10   2,822,144   4.42   99.806   1.08  1r1qb1k1/1p3pp1/1b1p3p/p2p4/P2P1QP1/2P2N
 1215     10     944,119   3.96   99.809   0.39  1r1qb3/1p3pk1/1b1p2pp/p2p4/P2P1QPP/2P2N2
 1220     10   1,502,831   4.15   99.817   0.61  2rq2k1/1p3p2/1bbp2pp/p2p4/P2P2PP/2P1RNQ1
 1225     10     967,622   3.97   99.823   0.40  3q4/1pr2pk1/1bbp2pp/p2p3P/P2P1QP1/2P1RN2
 1230     10     897,072   3.94   99.826   0.33  5k2/1pr2p1Q/1bbp1q1p/p2p2pP/P2P2P1/2P1RN
 1235     10   2,741,068   4.40   99.831   1.23  5k2/1p2rpq1/1bbp3p/p2p2pP/P2P2P1/2PQ1R2/
 1240     10     618,057   3.79   99.835   0.25  5qk1/1pb1rp2/2bp3p/p2p2pP/P2P2P1/1BPQ1R2
 1245     10     261,452   3.48   99.838   0.12  2q3k1/1pb2p2/2bp3p/p2p2pP/P2P2P1/1BPQR3/
 1250     10   1,270,398   4.08   99.843   0.51  6k1/1p3p2/1bbp3p/p2p1Qpq/P2P4/1BP1R3/1P3
 1255     10     164,330   3.32   99.846   0.07  6k1/1p3p2/1bbp3p/p2p1Qp1/P2PB3/2P1R3/1P2
 1260     10     726,096   3.86   99.850   0.28  6k1/1p3p2/1bbQ4/p6p/P2Pp1p1/2P1R3/1P2KP2
 1265     10     566,246   3.76   99.853   0.23  5k2/1p3p2/1bb5/p2P4/P3p1pQ/2P1R3/1P2KP2/
 1270     10   1,697,173   4.20   99.856   0.64  8/1p2kp2/1Qb5/p7/P3p1p1/2P1R3/1P2KP2/8 w
 1275     10   1,464,111   4.14   99.860   0.56  8/1p3p2/2b2k2/p7/P1Q1p1p1/2P3R1/1P2KP2/8
 1280     10   1,130,290   4.03   99.870   0.41  8/1p3p2/2b5/p3k3/P1Q1pR2/2P5/1P2KP2/8 w 
 1285     10   6,143,945   4.77   99.888   2.08  8/1p3R2/3k4/p2b4/P1PQp3/8/1P2KP2/8 b - -
 1290     10  12,863,074   5.14   99.930   4.34  8/1R6/k7/p2Q4/P1P1p3/8/1P2KP2/8 w - - 1 
 1295     10     872,705   3.93   99.932   0.40  r1bq1rk1/pp2np1p/2npp1pQ/2p5/4P3/2NP2P1/
 1300     10   1,484,393   4.14   99.935   0.57  r1bq1rk1/pp2np1p/2n3pQ/2p1p3/3pP3/3P2P1/
 1305     10     692,077   3.84   99.938   0.34  r1bq1rk1/p3n2p/2n2ppQ/1pp1p3/3pP3/2PP1NP
 1310     10   1,722,394   4.20   99.941   0.66  r1bq1rk1/4n2p/5ppQ/pp2p3/3pP3/3P1NP1/PP3
 1315     10     589,398   3.78   99.943   0.26  r2q1rk1/4n2p/4bppQ/1p2p2P/p2pP3/P2P1NP1/
 1320     10   1,131,455   4.03   99.944   0.44  r4rk1/4nb2/3q1ppQ/1p2p3/p2pP2N/P2P2P1/1P
 1325     10     286,725   3.51   99.945   0.12  r4rk1/5b2/3q1p1Q/1p2pPp1/p2p4/P2P2P1/1P3
 1330     10     430,384   3.66   99.947   0.18  5rk1/r7/5p1Q/1p1qpPp1/p2p4/P2P2P1/1P3P2/
 1335     10   1,361,891   4.11   99.949   0.58  5rk1/r7/5p1Q/4pPp1/pp1p4/P2P2P1/qP2RPK1/
 1340     10         802   1.95   99.950   0.00  5rk1/6r1/5p1Q/3qpPp1/p2p4/p2P2P1/1PR2PK1
 1345     10   1,093,995   4.02   99.951   0.50  5rk1/1q4r1/5p1Q/4pP2/p2p2pR/P2P1PP1/2R3K
 1350     10     613,864   3.79   99.953   0.28  4r1k1/1q4r1/5p1Q/2R1pP2/p2p2pR/P2P2P1/7K
 1355     10   2,699,345   4.40   99.955   1.23  4r3/1q2k1r1/5p2/2R1pP1Q/p2p2R1/P2P2P1/7K
 1360     10   2,113,330   4.29   99.957   0.93  5r2/1q2kr2/5pQ1/2R1pP2/p2p3R/P2P2P1/7K/8
 1365     10      78,731   3.09   99.961   0.03  R2k1r2/2q2r2/5pQ1/4pP2/p2pR3/P2P2P1/7K/8
 1370     10     585,572   3.77   99.964   0.26  3k1r2/3q1r2/R4pQ1/4pP2/p2p3R/P2P2P1/7K/8
 1375     10          20   1.35   99.964   0.00  R4r2/3qk2Q/5p2/4pP2/p2p4/P2P2P1/7K/8 b -
 1380     10     535,779   3.74   99.965   0.23  RQ6/2q2r2/3k1p2/4pP2/p2p4/P2P2P1/7K/8 w 
 1385     10     464,825   3.69   99.966   0.19  6Q1/3k1r2/R4p2/4pP2/p2p4/P2P2PK/2q5/8 b 
 1390     10     428,316   3.66   99.967   0.14  6Q1/5q2/3k1p2/4pP2/p2p4/P2P2PK/8/8 w - -
 1395     10     170,585   3.34   99.968   0.05  8/8/8/2k1QP2/p2pp3/P2P2PK/8/8 b - - 1 60
 1400     10  38,121,286   5.73   99.976  12.92  8/5P2/2k5/4Q3/p2p4/P2p2PK/8/8 w - - 1 63
 1405     10     962,928   3.97   99.983   0.43  r1bq1rk1/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1
 1410     10   1,244,234   4.07   99.984   0.51  2rq1rk1/pp2ppbp/2np1np1/2pN4/4P1bP/2PP2P
 1415     10     722,044   3.85   99.984   0.35  2rq1rk1/pp1nppbp/3p2p1/2pP4/5PbP/2PP2P1/
 1420     10   1,714,207   4.20   99.984   0.74  2rq1rk1/pp2ppbp/3p1np1/2pP1b2/P2P1P1P/2P
 1425     10     247,003   3.46   99.985   0.12  2rq1rk1/1p2ppbp/3p2p1/p2P1b2/P1pP1PnP/R1
 1430     10   1,021,333   3.99   99.985   0.41  2r2rk1/1p1qppbp/3p2p1/p2P4/P1pP1PnP/1PPb
 1435     10     491,756   3.71   99.986   0.22  2r2rk1/1p2ppbp/3p2p1/p2P4/P1pPqPnP/1PP3P
 1440     10   1,650,829   4.19   99.986   0.65  5rk1/1p2ppbp/3p2p1/p2q1P2/P1rP2nP/2P3P1/
 1445     10   2,197,517   4.31   99.987   1.00  5rk1/1p2ppbp/3p4/pR3p2/P1rP1RnP/2Pq2P1/3
 1450     10   2,108,324   4.29   99.988   0.92  5rk1/1R2ppbp/3p4/p4p2/P2P1RnP/2N3q1/3B4/
 1455     10   1,637,782   4.18   99.988   0.74  5rk1/1q2ppbp/3p4/p4p2/P2P1RnP/2NK4/3B4/3
 1460     10   3,775,093   4.55   99.989   1.70  5rk1/5pbp/3pp3/p7/Pq1P1RnP/2NK1Q2/3B4/8 
 1465     10     555,584   3.75   99.989   0.25  6k1/5pb1/3pp3/p6p/Pq1P1RnP/2r5/3BK1Q1/8 
 1470     10     462,357   3.69   99.990   0.20  5bk1/5p2/3pp3/p6p/P2P1RnP/2q2Q2/4K3/8 b 
 1475     10     145,332   3.28   99.990   0.06  5bk1/5p2/4p3/p2p4/P1qP2pP/5Q2/8/4K3 w - 
 1480     10          40   1.45   99.990   0.00  6k1/5p2/4p3/p2p4/P1qb2QP/8/8/4K3 b - - 1
 1485     10     209,480   3.40   99.990   0.09  3Q4/5pk1/4p3/p2p4/q2b3P/8/8/4K3 w - - 2 
 1490     10          41   1.45   99.991   0.00  6k1/5p2/4p3/p2p2Q1/q2b3P/8/8/4K3 b - - 7
 1495     10   1,379,916   4.11   99.991   0.55  6k1/5pb1/4p3/3p2Q1/p6P/8/5K2/3q4 w - - 0
 1500     10     503,178   3.72   99.991   0.20  6k1/5pb1/4p2P/3p2Q1/3q4/p7/6K1/8 b - - 2
 1505     10     141,779   3.27   99.993   0.05  6k1/5pP1/4p3/3p2Q1/4q3/8/5K2/q7 w - - 0 
 1510     10     532,134   3.74   99.995   0.23  r1bq1rk1/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1
 1515     10     142,406   3.28   99.995   0.06  2rq1rk1/pp2ppbp/2np2p1/2pn4/4P1bP/2PP2P1
 1520     10     463,572   3.69   99.995   0.21  2rq1rk1/pp1nppbp/3p2p1/2pP4/5PbP/2PPB1P1
 1525     10     275,785   3.50   99.995   0.13  2rq1rk1/pp2ppbp/3p2p1/2pP1b2/P2P1PnP/2P1
 1530     10     457,482   3.68   99.995   0.19  2rq1rk1/1p2ppbp/3p2p1/p2P1b2/P1pP1PnP/RP
 1535     10     241,188   3.45   99.995   0.11  2r2rk1/1p2ppbp/3p2p1/p2P1q2/P1pP1PnP/1PP
 1540     10     526,142   3.73   99.995   0.21  2r2rk1/1p2ppbp/3p2p1/p2P4/P1pPqPnP/1PP3P
 1545     10   1,840,480   4.23   99.995   0.80  5rk1/1p2ppbp/3p4/p2q1p2/P1rP2nP/2P3P1/3B
 1550     10   1,274,391   4.08   99.995   0.57  5rk1/1R2ppbp/3p4/p4p2/P1rP1RnP/2Pq2P1/3B
 1555     10      26,938   2.77   99.995   0.01  5rk1/1R2ppbp/3p4/p4p2/P2P1RnP/2N4q/3B4/3
 1560     10     708,354   3.85   99.996   0.30  5rk1/1q2ppbp/3p4/p4R2/P2P2nP/2NK4/3B4/3Q
 1565     10     822,989   3.90   99.996   0.38  5rk1/5pb1/3pp3/p6p/Pq1P1RnP/2NK1Q2/3B4/8
 1570     10          40   1.45   99.996   0.00  Q5k1/5pb1/3pp3/p6p/Pq1P1RnP/2r5/3BK3/8 b
 1575     10      86,156   3.12   99.996   0.04  5bk1/5p2/3pp3/p6p/P1qP1RnP/5Q2/4K3/8 w -
 1580     10          44   1.46   99.996   0.00  5bk1/5p2/4p3/p2p4/P1qP2QP/8/8/4K3 b - - 
 1585     10     236,768   3.45   99.996   0.10  5k2/5p2/4p3/p2p4/P1qb2QP/8/8/4K3 w - - 2
 1590     10     418,032   3.65   99.996   0.17  8/5pk1/4p3/p2p2Q1/q2b3P/8/8/4K3 b - - 3 
 1595     10   1,320,725   4.09   99.996   0.53  6k1/5pb1/4p3/p2p2Q1/q6P/8/8/4K3 w - - 8 
 1600     10     911,839   3.94   99.996   0.34  6k1/5pb1/4p3/3p2QP/p7/8/5K2/3q4 b - - 0 
 1605     10   8,472,106   4.93   99.996   3.20  6k1/5pb1/4p2P/3p2Q1/3q4/8/p5K1/8 w - - 0
 1610     10          20   1.35   99.996   0.00  3Q2k1/5pP1/4p3/3p4/4q3/8/5K2/q7 b - - 1 
 1615     10     470,003   3.69   99.996   0.21  r1bqk2r/pp2ppbp/2Np2p1/8/4P1n1/2N1B3/PPP
 1620     10   1,514,560   4.15   99.996   0.65  r2qk2r/p3ppbp/3p2p1/2p5/4P1b1/2N1B3/PPPQ
 1625     10     371,335   3.61   99.997   0.15  1r2k2r/p3ppbp/3p2p1/q1pN4/4P1b1/1P2B3/P1
 1630     10   1,622,034   4.18   99.997   0.78  1r2k2r/p3pp1p/3pb1pQ/2pN4/4P3/1P6/q1P2PP
 1635     10     422,755   3.65   99.997   0.17  1r5r/p2kp2p/3pp1pQ/2p5/4P3/1P6/q1P2PPP/2
 1640     10   1,690,747   4.20   99.997   0.75  1r5r/3kp2p/4p1pQ/2ppP3/P7/8/q1P2PPP/2R2R
 1645     10     855,891   3.92   99.997   0.39  1r5r/3kp2p/P3p1pQ/2ppP3/8/8/4qPPP/R4RK1 
 1650     10   4,343,666   4.61   99.997   2.04  r6r/P2kp2p/3qp1pQ/2pp4/8/8/5PPP/R3R1K1 w
 1655     10   1,402,405   4.12   99.997   0.67  r6r/P2kp2p/Rq2p1pQ/3p4/2p5/8/5PPP/R5K1 b
 1660     10   1,189,272   4.05   99.997   0.54  r6r/P2kp2p/R3p1p1/3p1q2/2p5/7Q/5PPP/3R2K
 1665     10     295,219   3.52   99.997   0.14  r6r/P3pk1p/4R1p1/3p1q2/2p5/Q7/5PPP/4R1K1
 1670     10     799,514   3.89   99.998   0.33  r6r/P2kp2p/6p1/3p4/2p5/4Q3/5PPP/6K1 w - 
 1675     10     290,584   3.52   99.998   0.12  r6r/P6p/3kp1p1/3p4/2pQ4/8/5PPP/6K1 b - -
 1680     10     593,072   3.78   99.998   0.24  r6r/P7/4p1p1/3p1k1p/2p5/8/1Q3PPP/6K1 w -
 1685     10          49   1.48   99.998   0.00  r6r/P7/4Q1p1/3p3p/2p1k3/8/6PP/6K1 b - - 
 1690     10     559,532   3.76   99.998   0.24  r4r2/P7/1Q6/3p3p/2p5/3k4/6PP/6K1 w - - 3
 1695     10     728,340   3.86   99.998   0.31  r4r2/P7/8/3pQ2p/2p5/8/2k3PP/6K1 b - - 8 
 1700     10     219,657   3.42   99.998   0.10  4rr2/P7/8/3p4/2p5/6Pp/2k4P/Q5K1 w - - 0 
 1705     10     674,479   3.83   99.998   0.30  4rr2/P7/8/8/2pp2P1/3k3p/7P/Q5K1 b - - 0 
 1710     10      23,321   2.73   99.998   0.01  4rr2/P7/8/8/Q2p2P1/2pk3p/7P/6K1 w - - 4 
 1715     10     679,876   3.83   99.998   0.28  rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2P
 1720     10   1,235,208   4.07   99.998   0.53  rn1q1rk1/1bppbppp/1p3n2/p2p4/2P5/2N2NP1/
 1725     10   2,671,944   4.39   99.998   1.22  rn1qr1k1/1bpp1ppp/1p3n2/p1bP1N2/8/2N3P1/
 1730     10   2,197,411   4.31   99.998   1.03  r2qr1k1/1bpn1p1p/1p1p1np1/p1bP1N2/N4B2/6
 1735     10   2,444,559   4.35   99.998   1.04  r2qr3/1bpn1pkp/1p1p2pN/p1bP3n/N7/P5P1/1P
 1740     10   1,239,415   4.07   99.998   0.51  r2qr3/1bp3kp/3p2p1/ppnP1p1n/6N1/P5P1/1P2
 1745     10      29,478   2.80   99.998   0.01  r3r3/1bp3kp/3p1qpB/ppnP1p2/3Q4/P5P1/1P2P
 1750     10     535,703   3.74   99.998   0.20  r3r3/1bp4p/3p1kp1/pp1P1p2/8/Pn2B1P1/1P2P
 1755     10     431,797   3.66   99.999   0.16  r3r3/2p4p/b2p1kp1/p2P1p2/1p6/Pn2BBP1/1P2
 1760     10   1,033,712   3.99   99.999   0.40  r3r3/2p5/b2p2k1/p2P1ppp/1p6/Pn2BBPP/1P2P
 1765     10     776,914   3.88   99.999   0.30  r3r3/2p5/3p2k1/p2P1p1p/1pb3p1/Pn2B1PP/1P
 1770     10     752,511   3.87   99.999   0.29  4r3/2p5/3p2k1/p2Pr2p/1pb3p1/Pn2B1P1/1P2P
 1775     10     713,092   3.85   99.999   0.26  4r3/2p4k/3p4/p2Pr2p/1pb3p1/Pn2B1P1/1P2PP
 1780     10     371,410   3.61   99.999   0.15  4r3/B1p5/3p2k1/p2Pr2p/1Pb3p1/1n4P1/1P2PP
 1785     10     549,487   3.75   99.999   0.20  1r6/2p5/3p2k1/3Pr2p/1pbB2p1/1n4P1/1P2PP2
 1790     10     286,352   3.51   99.999   0.12  r3r3/2p2k2/3p4/3P3p/1pb3p1/1n2B1P1/1P2PP
 1795     10     387,109   3.62   99.999   0.15  8/2p2k2/3p4/3Pr2p/1pb3p1/1n2B1P1/rP2PPBK
 1800     10     255,704   3.47   99.999   0.10  8/2p5/3p2k1/3Pr2p/1pb3p1/1n2B1P1/2r1PPBK
 1805     10     492,087   3.71   99.999   0.20  4r3/2p5/3p2k1/3P3p/1pb3p1/1n2B1P1/2r1PPB
 1810     10       1,975   2.14   99.999   0.00  4r3/2p2k2/3p4/3P3p/1pb3p1/1n2B1P1/2r1PPB
 1815     10     893,325   3.94   99.999   0.38  r1b2rk1/pp1nqppp/2pbpn2/3p4/2PP4/1PN1PN2
 1820     10   2,133,637   4.29   99.999   0.90  r4rk1/1b1nqppp/1ppbpn2/p2p4/P1PP4/1PN1PN
 1825     10   1,287,003   4.08   99.999   0.53  r2r2k1/1b1nqppp/1ppbpn2/p7/P1PP4/2NBPN2/
 1830     10     491,630   3.71   99.999   0.19  r2r2k1/3nqpp1/1p1bpn1p/pNp5/P1PP4/3BPb1P
 1835     10     442,119   3.67   99.999   0.18  r2r2k1/3nqpp1/1p1Np2p/p6n/P1PP4/3B1P1P/1
 1840     10     867,423   3.92   99.999   0.37  2rr3k/3n1pp1/1p1qp2p/p6n/P1PPB3/5P1P/1BQ
 1845     10     329,278   3.56   99.999   0.11  3r3k/2rn2p1/1p1qp2p/p4p1n/P1PP4/3B1P1P/1
 1850     10   1,671,591   4.19   99.999   0.72  5nrk/2r3p1/1p1qp2p/p4p2/P1PP1n1P/3B1P2/1
 1855     10     264,198   3.48   99.999   0.10  5nrk/6p1/1p2p2p/p1rPRp2/P1P2n1P/3B1P2/3Q
 1860     10     642,515   3.81   99.999   0.27  2r4k/6p1/1p2P1np/p1r2p2/P1P4P/3B1P2/3Q1P
 1865     10     367,190   3.60   99.999   0.16  3r3k/4n1p1/1p2P2p/p1r2p1P/P1P4Q/3B1P2/5P
 1870     10     341,135   3.58   99.999   0.13  4r2k/4n1p1/1Qr1P2p/p4p1P/P1P5/3B1P2/5P2/
 1875     10     586,009   3.77   99.999   0.24  2r4k/2r1n1p1/4P2p/Q4p1P/P1P5/3B1P2/5P2/4
 1880     10     169,811   3.33   99.999   0.06  2r3k1/2r1n1p1/4P2p/5p1P/P1P2Q2/3B1P2/5P2
 1885     10     779,428   3.88   99.999   0.33  2r3k1/r3n3/3QP1Pp/P4p2/2P5/3B1P2/5P2/4R1
 1890     10     626,581   3.80   99.999   0.25  4r1k1/4n3/r3P1Pp/P1Q2B2/2P5/5P2/5P2/4R1K
 1895     10          24   1.37   99.999   0.00  4r3/4n1kQ/r3P1P1/P7/2P1B3/5P2/5P2/4R1K1 
 1900     10   8,021,576   4.90  100.000   2.80  4r3/1B2nQ2/r2kP1P1/P7/2P5/5P2/5P2/4R1K1 
 1905     10   9,447,296   4.98  100.000   3.34  4r3/1B2n3/r3P1P1/P7/1kPQ4/5P2/5P2/4R1K1 
 1910     10     739,910   3.86  100.000   0.32  r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1B3N1P/
 1915     10   1,321,526   4.09  100.000   0.57  r2q1rk1/1bp1bppp/p2p1n2/np2p3/4P3/1BNPBN
 1920     10     512,602   3.72  100.000   0.22  2rq1rk1/1bp1bpp1/p2p1n1p/1p2p3/4P1P1/1nN
 1925     10     224,858   3.43  100.000   0.10  2rq1rk1/1bp1bpp1/p4n1p/3Pp3/1p2N1P1/1P1P
 1930     10     320,554   3.55  100.000   0.13  2r2rk1/1bp2pp1/p3qn1p/2b1p3/1pP3P1/1P1PB
 1935     10     676,079   3.83  100.000   0.28  2r1r1k1/1bp2pp1/p1q2n1p/4p3/1BP3P1/1P1PQ
 1940     10     446,515   3.67  100.000   0.18  2r1r1k1/2p2ppn/R6p/4p3/1BP3P1/1P1P1b1P/1
 1945     10     627,404   3.80  100.000   0.27  2r1r1k1/2p2pp1/R6p/4p1n1/2P3P1/1PBPR2P/1
 1950     10     350,691   3.59  100.000   0.14  2rr2k1/2p3p1/R4p1p/2P1p1n1/1P4P1/2BPR2P/
 1955     10     644,514   3.81  100.000   0.26  2rr2k1/R1p2np1/5p1p/2P1p3/1P4PP/1PBbR3/5
 1960     10     349,416   3.58  100.000   0.14  2rr2k1/R1p3p1/7p/2P1p3/1P2p1PP/1P1bR1K1/
 1965     10     247,580   3.46  100.000   0.10  2r3k1/R1p3p1/7p/1bP1p3/6PP/1P1rR1K1/5P2/
 1970     10     330,065   3.56  100.000   0.13  2r3k1/R1p3p1/2b4p/2P4P/1P2p1P1/4R1K1/5P2
 1975     10     383,954   3.62  100.000   0.15  2r3k1/2p3p1/R1b4p/2P4P/1P2p1P1/4R1K1/5P2
 1980     10     120,930   3.22  100.000   0.05  5rk1/R1p3p1/7p/2Pb3P/1P2p1P1/4R1K1/5P2/6
 1985     10   1,377,229   4.11  100.000   0.53  6k1/2R3p1/7p/2Pb3P/1P2p1r1/4R2K/5r2/8 b 
 1990     10     410,473   3.64  100.000   0.15  4R3/5kp1/7p/2P4P/1Pb1p3/4R2K/5r2/6r1 w -
 1995     10       3,149   2.24  100.000   0.00  8/4k1p1/4R2p/2P4P/1P6/7K/5r2/6r1 b - - 0
 2000     10     203,725   3.40  100.000   0.07  8/6p1/2P4p/1P5P/5k2/7K/5r2/6r1 w - - 1 5
 2005     10     553,998   3.75  100.000   0.25  r1bq1rk1/pp1pppbp/2n2np1/8/2Pp4/2N2NPP/P
 2010     10     744,489   3.87  100.000   0.32  r1bqr1k1/pp1pppbp/5np1/8/2PB4/2N3PP/PP2P
 2015     10     982,790   3.97  100.000   0.40  r1b1r1k1/pp2qpbp/3p1np1/4p3/2P5/1PN1B1PP
 2020     10   1,230,121   4.06  100.000   0.54  r2r2k1/pp2qpbp/3p1np1/1N2pb2/2P5/1P2B1PP
 2025     10     973,405   3.97  100.000   0.45  r2r2k1/pp2qpbp/3p2p1/1N2pb2/2P5/1P2BPPP/
 2030     10   2,153,775   4.30  100.000   1.02  r2r2k1/ppq2pbp/3Nb1p1/2P1p3/1Q6/1P2BPPP/
 2035     10   1,456,634   4.13  100.000   0.62  r5k1/1pqr1p1p/3Nbbp1/p1P1p3/Q7/1P2BPPP/P
